section,sub_section,is_prop
pandas.DataFrame,pandas.DataFrame.add_prefix,False
pandas.DataFrame,pandas.DataFrame.add_suffix,False
pandas.DataFrame,pandas.DataFrame.agg,False
pandas.DataFrame,pandas.DataFrame.aggregate,False
pandas.DataFrame,pandas.DataFrame.align,False
pandas.DataFrame,pandas.DataFrame.all,False
pandas.DataFrame,pandas.DataFrame.any,False
pandas.DataFrame,pandas.DataFrame.append,False
pandas.DataFrame,pandas.DataFrame.apply,False
pandas.DataFrame,pandas.DataFrame.applymap,False
pandas.DataFrame,pandas.DataFrame.asfreq,False
pandas.DataFrame,pandas.DataFrame.asof,False
pandas.DataFrame,pandas.DataFrame.assign,False
pandas.DataFrame,pandas.DataFrame.astype,False
pandas.DataFrame,pandas.DataFrame.at_time,True
pandas.DataFrame,pandas.DataFrame.backfill,False
pandas.DataFrame,pandas.DataFrame.between_time,False
pandas.DataFrame,pandas.DataFrame.bfill,False
pandas.DataFrame,pandas.DataFrame.bool,False
pandas.DataFrame,pandas.DataFrame.boxplot,False
pandas.DataFrame,pandas.DataFrame.clip,False
pandas.DataFrame,pandas.DataFrame.combine,False
pandas.DataFrame,pandas.DataFrame.combine_first,False
pandas.DataFrame,pandas.DataFrame.compare,False
pandas.DataFrame,pandas.DataFrame.convert_dtypes,False
pandas.DataFrame,pandas.DataFrame.copy,False
pandas.DataFrame,pandas.DataFrame.corr,False
pandas.DataFrame,pandas.DataFrame.corrwith,False
pandas.DataFrame,pandas.DataFrame.count,False
pandas.DataFrame,pandas.DataFrame.cov,False
pandas.DataFrame,pandas.DataFrame.cummax,False
pandas.DataFrame,pandas.DataFrame.cummin,False
pandas.DataFrame,pandas.DataFrame.cumprod,False
pandas.DataFrame,pandas.DataFrame.cumsum,False
pandas.DataFrame,pandas.DataFrame.describe,False
pandas.DataFrame,pandas.DataFrame.diff,False
pandas.DataFrame,pandas.DataFrame.div,False
pandas.DataFrame,pandas.DataFrame.divide,False
pandas.DataFrame,pandas.DataFrame.dot,False
pandas.DataFrame,pandas.DataFrame.drop,False
pandas.DataFrame,pandas.DataFrame.drop_duplicates,False
pandas.DataFrame,pandas.DataFrame.droplevel,False
pandas.DataFrame,pandas.DataFrame.dropna,False
pandas.DataFrame,pandas.DataFrame.duplicated,False
pandas.DataFrame,pandas.DataFrame.eq,False
pandas.DataFrame,pandas.DataFrame.equals,False
pandas.DataFrame,pandas.DataFrame.eval,False
pandas.DataFrame,pandas.DataFrame.ewm,False
pandas.DataFrame,pandas.DataFrame.expanding,False
pandas.DataFrame,pandas.DataFrame.explode,False
pandas.DataFrame,pandas.DataFrame.ffill,False
pandas.DataFrame,pandas.DataFrame.fillna,False
pandas.DataFrame,pandas.DataFrame.filter,False
pandas.DataFrame,pandas.DataFrame.first,False
pandas.DataFrame,pandas.DataFrame.first_valid_index,False
pandas.DataFrame,pandas.DataFrame.floordiv,False
pandas.DataFrame,pandas.DataFrame.from_dict,False
pandas.DataFrame,pandas.DataFrame.from_records,False
pandas.DataFrame,pandas.DataFrame.ge,False
pandas.DataFrame,pandas.DataFrame.get,False
pandas.DataFrame,pandas.DataFrame.groupby,False
pandas.DataFrame,pandas.DataFrame.gt,False
pandas.DataFrame,pandas.DataFrame.head,False
pandas.DataFrame,pandas.DataFrame.hist,False
pandas.DataFrame,pandas.DataFrame.idxmax,False
pandas.DataFrame,pandas.DataFrame.idxmin,False
pandas.DataFrame,pandas.DataFrame.infer_objects,False
pandas.DataFrame,pandas.DataFrame.info,False
pandas.DataFrame,pandas.DataFrame.insert,False
pandas.DataFrame,pandas.DataFrame.interpolate,False
pandas.DataFrame,pandas.DataFrame.isin,False
pandas.DataFrame,pandas.DataFrame.isna,False
pandas.DataFrame,pandas.DataFrame.isnull,False
pandas.DataFrame,pandas.DataFrame.items,False
pandas.DataFrame,pandas.DataFrame.iteritems,False
pandas.DataFrame,pandas.DataFrame.iterrows,False
pandas.DataFrame,pandas.DataFrame.itertuples,False
pandas.DataFrame,pandas.DataFrame.join,False
pandas.DataFrame,pandas.DataFrame.keys,False
pandas.DataFrame,pandas.DataFrame.kurt,False
pandas.DataFrame,pandas.DataFrame.kurtosis,False
pandas.DataFrame,pandas.DataFrame.last,False
pandas.DataFrame,pandas.DataFrame.last_valid_index,False
pandas.DataFrame,pandas.DataFrame.le,False
pandas.DataFrame,pandas.DataFrame.lookup,False
pandas.DataFrame,pandas.DataFrame.lt,False
pandas.DataFrame,pandas.DataFrame.mad,False
pandas.DataFrame,pandas.DataFrame.mask,False
pandas.DataFrame,pandas.DataFrame.max,False
pandas.DataFrame,pandas.DataFrame.mean,False
pandas.DataFrame,pandas.DataFrame.median,False
pandas.DataFrame,pandas.DataFrame.melt,False
pandas.DataFrame,pandas.DataFrame.memory_usage,False
pandas.DataFrame,pandas.DataFrame.merge,False
pandas.DataFrame,pandas.DataFrame.min,False
pandas.DataFrame,pandas.DataFrame.mod,False
pandas.DataFrame,pandas.DataFrame.mode,False
pandas.DataFrame,pandas.DataFrame.mul,False
pandas.DataFrame,pandas.DataFrame.multiply,False
pandas.DataFrame,pandas.DataFrame.ne,False
pandas.DataFrame,pandas.DataFrame.nlargest,False
pandas.DataFrame,pandas.DataFrame.notna,False
pandas.DataFrame,pandas.DataFrame.notnull,False
pandas.DataFrame,pandas.DataFrame.nsmallest,False
pandas.DataFrame,pandas.DataFrame.nunique,False
pandas.DataFrame,pandas.DataFrame.pad,False
pandas.DataFrame,pandas.DataFrame.pct_change,False
pandas.DataFrame,pandas.DataFrame.pipe,False
pandas.DataFrame,pandas.DataFrame.pivot,False
pandas.DataFrame,pandas.DataFrame.pivot_table,False
pandas.DataFrame,pandas.DataFrame.plot,False
pandas.DataFrame,pandas.DataFrame.pop,False
pandas.DataFrame,pandas.DataFrame.pow,False
pandas.DataFrame,pandas.DataFrame.prod,False
pandas.DataFrame,pandas.DataFrame.product,False
pandas.DataFrame,pandas.DataFrame.quantile,False
pandas.DataFrame,pandas.DataFrame.query,False
pandas.DataFrame,pandas.DataFrame.radd,False
pandas.DataFrame,pandas.DataFrame.rank,False
pandas.DataFrame,pandas.DataFrame.rdiv,False
pandas.DataFrame,pandas.DataFrame.reindex,False
pandas.DataFrame,pandas.DataFrame.reindex_like,False
pandas.DataFrame,pandas.DataFrame.rename,False
pandas.DataFrame,pandas.DataFrame.rename_axis,False
pandas.DataFrame,pandas.DataFrame.reorder_levels,False
pandas.DataFrame,pandas.DataFrame.replace,False
pandas.DataFrame,pandas.DataFrame.resample,False
pandas.DataFrame,pandas.DataFrame.reset_index,False
pandas.DataFrame,pandas.DataFrame.rfloordiv,False
pandas.DataFrame,pandas.DataFrame.rmod,False
pandas.DataFrame,pandas.DataFrame.rmul,False
pandas.DataFrame,pandas.DataFrame.rolling,False
pandas.DataFrame,pandas.DataFrame.round,False
pandas.DataFrame,pandas.DataFrame.rpow,False
pandas.DataFrame,pandas.DataFrame.rsub,False
pandas.DataFrame,pandas.DataFrame.rtruediv,False
pandas.DataFrame,pandas.DataFrame.sample,False
pandas.DataFrame,pandas.DataFrame.select_dtypes,False
pandas.DataFrame,pandas.DataFrame.sem,False
pandas.DataFrame,pandas.DataFrame.set_axis,False
pandas.DataFrame,pandas.DataFrame.set_flags,False
pandas.DataFrame,pandas.DataFrame.set_index,False
pandas.DataFrame,pandas.DataFrame.shift,False
pandas.DataFrame,pandas.DataFrame.skew,False
pandas.DataFrame,pandas.DataFrame.slice_shift,False
pandas.DataFrame,pandas.DataFrame.sort_index,False
pandas.DataFrame,pandas.DataFrame.sort_values,False
pandas.DataFrame,pandas.DataFrame.sparse,False
pandas.DataFrame,pandas.DataFrame.squeeze,False
pandas.DataFrame,pandas.DataFrame.stack,False
pandas.DataFrame,pandas.DataFrame.std,False
pandas.DataFrame,pandas.DataFrame.sub,False
pandas.DataFrame,pandas.DataFrame.subtract,False
pandas.DataFrame,pandas.DataFrame.sum,False
pandas.DataFrame,pandas.DataFrame.swapaxes,False
pandas.DataFrame,pandas.DataFrame.swaplevel,False
pandas.DataFrame,pandas.DataFrame.tail,False
pandas.DataFrame,pandas.DataFrame.take,False
pandas.DataFrame,pandas.DataFrame.to_clipboard,False
pandas.DataFrame,pandas.DataFrame.to_csv,False
pandas.DataFrame,pandas.DataFrame.to_dict,False
pandas.DataFrame,pandas.DataFrame.to_excel,False
pandas.DataFrame,pandas.DataFrame.to_feather,False
pandas.DataFrame,pandas.DataFrame.to_gbq,False
pandas.DataFrame,pandas.DataFrame.to_hdf,False
pandas.DataFrame,pandas.DataFrame.to_html,False
pandas.DataFrame,pandas.DataFrame.to_json,False
pandas.DataFrame,pandas.DataFrame.to_latex,False
pandas.DataFrame,pandas.DataFrame.to_markdown,False
pandas.DataFrame,pandas.DataFrame.to_numpy,False
pandas.DataFrame,pandas.DataFrame.to_parquet,False
pandas.DataFrame,pandas.DataFrame.to_period,False
pandas.DataFrame,pandas.DataFrame.to_pickle,False
pandas.DataFrame,pandas.DataFrame.to_records,False
pandas.DataFrame,pandas.DataFrame.to_sql,False
pandas.DataFrame,pandas.DataFrame.to_stata,False
pandas.DataFrame,pandas.DataFrame.to_string,False
pandas.DataFrame,pandas.DataFrame.to_timestamp,False
pandas.DataFrame,pandas.DataFrame.to_xarray,False
pandas.DataFrame,pandas.DataFrame.to_xml,False
pandas.DataFrame,pandas.DataFrame.transform,False
pandas.DataFrame,pandas.DataFrame.transpose,False
pandas.DataFrame,pandas.DataFrame.truediv,False
pandas.DataFrame,pandas.DataFrame.truncate,False
pandas.DataFrame,pandas.DataFrame.tshift,False
pandas.DataFrame,pandas.DataFrame.tz_convert,False
pandas.DataFrame,pandas.DataFrame.tz_localize,False
pandas.DataFrame,pandas.DataFrame.unstack,False
pandas.DataFrame,pandas.DataFrame.update,False
pandas.DataFrame,pandas.DataFrame.value_counts,False
pandas.DataFrame,pandas.DataFrame.var,False
pandas.DataFrame,pandas.DataFrame.where,False
pandas.DataFrame,pandas.DataFrame.xs,False
Plotting,pandas.plotting.andrews_curves,False
Plotting,pandas.plotting.autocorrelation_plot,False
Plotting,pandas.plotting.bootstrap_plot,False
Plotting,pandas.plotting.boxplot,False
Plotting,pandas.plotting.deregister_matplotlib_converters,False
Plotting,pandas.plotting.lag_plot,False
Plotting,pandas.plotting.parallel_coordinates,False
Plotting,pandas.plotting.plot_params,False
Plotting,pandas.plotting.radviz,False
Plotting,pandas.plotting.register_matplotlib_converters,False
Plotting,pandas.plotting.scatter_matrix,False
Plotting,pandas.plotting.table,False
